DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
03/10/2018,16:05,BRONX,10468,40.863506,-73.899635,"(40.863506, -73.899635)",,,20        EAST 190 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3860297,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,16:05,BRONX,10462,40.847363,-73.8579,"(40.847363, -73.8579)",BOGART AVENUE                   ,MORRIS PARK AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3860580,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,16:00,BROOKLYN,11208,40.66787,-73.87923,"(40.66787, -73.87923)",NEW LOTS AVENUE                 ,SHEPHERD AVENUE,,4,0,0,0,0,0,4,0,Other Vehicular,Other Vehicular,,,,3861588,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,16:00,,,40.761204,-73.75539,"(40.761204, -73.75539)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3860194,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,16:00,,,40.69654,-73.72703,"(40.69654, -73.72703)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3860276,PASSENGER VEHICLE,PICK-UP TRUCK,,,
03/10/2018,16:00,,,40.879948,-73.82339,"(40.879948, -73.82339)",COOP CITY BOULEVARD             ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3861264,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,16:00,,,40.713444,-73.99854,"(40.713444, -73.99854)",CHATHAM SQUARE                  ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3860481,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,16:00,QUEENS,11421,40.69125,-73.85087,"(40.69125, -73.85087)",WOODHAVEN BOULEVARD             ,89 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3860963,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,16:00,QUEENS,11368,40.75713,-73.87042,"(40.75713, -73.87042)",98 STREET                       ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3860428,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,16:00,MANHATTAN,10036,40.75603,-73.98483,"(40.75603, -73.98483)",,,147       WEST 43 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3860786,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,16:00,MANHATTAN,10024,40.78766,-73.97707,"(40.78766, -73.97707)",BROADWAY                        ,WEST 85 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3860492,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,16:00,BROOKLYN,11203,40.655037,-73.935585,"(40.655037, -73.935585)",EAST 45 STREET                  ,LENOX ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3860736,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,16:00,BROOKLYN,11201,40.694813,-73.98327,"(40.694813, -73.98327)",JOHNSON STREET                  ,GOLD STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3860239,PASSENGER VEHICLE,PICK-UP TRUCK,,,
03/10/2018,15:57,MANHATTAN,10012,40.723953,-74.000725,"(40.723953, -74.000725)",,,134       SPRING STREET                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3860156,PASSENGER VEHICLE,,,,
03/10/2018,15:55,BRONX,10475,40.88203,-73.83679,"(40.88203, -73.83679)",,,3860      BOSTON ROAD                   ,1,0,0,0,0,0,1,0,Backing Unsafely,,,,,3861090,SPORT UTILITY / STATION WAGON,,,,
03/10/2018,15:50,,,40.806915,-73.93557,"(40.806915, -73.93557)",EAST 129 STREET                 ,3 AVENUE BRIDGE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3859876,PASSENGER VEHICLE,,,,
03/10/2018,15:50,BROOKLYN,11209,40.632835,-74.02724,"(40.632835, -74.02724)",3 AVENUE                        ,73 STREET,,0,0,0,0,0,0,0,0,Failure to Keep Right,Driver Inattention/Distraction,,,,3860761,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,15:48,QUEENS,11378,40.726025,-73.89324,"(40.726025, -73.89324)",69 LANE                         ,57 DRIVE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3860907,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,15:45,,,40.844948,-73.9034,"(40.844948, -73.9034)",CROSS BRONX EXPY RAMP           ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3866353,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,15:45,BROOKLYN,11228,40.627247,-74.01429,"(40.627247, -74.01429)",FORT HAMILTON PARKWAY           ,72 STREET,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3860472,SPORT UTILITY / STATION WAGON,VN,,,
03/10/2018,15:41,BROOKLYN,11223,40.59582,-73.98373,"(40.59582, -73.98373)",AVENUE U                        ,86 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3859858,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,15:40,QUEENS,11422,40.65492,-73.726395,"(40.65492, -73.726395)",HOOK CREEK BOULEVARD            ,148 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3860150,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,15:40,MANHATTAN,10009,40.726864,-73.97991,"(40.726864, -73.97991)",AVENUE B                        ,EAST 10 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3860606,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,15:40,BRONX,10475,40.88471,-73.83131,"(40.88471, -73.83131)",BOSTON ROAD                     ,DYRE AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified,,,3861091,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
03/10/2018,15:32,,,40.798256,-73.82744,"(40.798256, -73.82744)",BRONX WHITESTONE BRIDGE         ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3860316,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,15:30,MANHATTAN,10128,40.783054,-73.944885,"(40.783054, -73.944885)",,,1855      1 AVENUE                      ,1,0,1,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,3860573,TAXI,SPORT UTILITY / STATION WAGON,TAXI,,
03/10/2018,15:30,,,40.585598,-74.14688,"(40.585598, -74.14688)",,,1386      FOREST HILL ROAD              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3860255,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,15:30,BROOKLYN,11203,40.660233,-73.93712,"(40.660233, -73.93712)",TROY AVENUE                     ,RUTLAND ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3860658,SPORT UTILITY / STATION WAGON,,,,
03/10/2018,15:29,,,40.73632,-73.85631,"(40.73632, -73.85631)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3860178,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,15:26,BRONX,10452,40.832623,-73.92537,"(40.832623, -73.92537)",EAST 165 STREET                 ,JEROME AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3860592,TAXI,,,,
03/10/2018,15:20,,,40.905468,-73.90073,"(40.905468, -73.90073)",FIELDSTON ROAD                  ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3860452,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,15:20,,,40.586258,-73.94893,"(40.586258, -73.94893)",VOORHIES AVENUE                 ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Turning Improperly,,,,3860441,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,15:20,QUEENS,11360,40.787197,-73.78,"(40.787197, -73.78)",15 AVENUE                       ,BELL BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3860148,PASSENGER VEHICLE,PICK-UP TRUCK,,,
03/10/2018,15:20,BROOKLYN,11236,40.633606,-73.91623,"(40.633606, -73.91623)",EAST 76 STREET                  ,FLATLANDS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3861657,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,15:20,BROOKLYN,11233,40.676495,-73.913704,"(40.676495, -73.913704)",ATLANTIC AVENUE                 ,BOYLAND STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3860621,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,15:19,BROOKLYN,11219,40.63837,-73.997665,"(40.63837, -73.997665)",FORT HAMILTON PARKWAY           ,49 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3860102,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,15:16,BROOKLYN,11216,40.679337,-73.94961,"(40.679337, -73.94961)",,,527       NOSTRAND AVENUE               ,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3860367,PASSENGER VEHICLE,,,,
03/10/2018,15:10,,,40.821182,-73.88929,"(40.821182, -73.88929)",BRUCKNER EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3860439,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,15:09,,,40.6293,-74.07661,"(40.6293, -74.07661)",BAY STREET                      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3860311,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,15:00,,,40.674885,-73.927765,"(40.674885, -73.927765)",ROCHESTER AVENUE                ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3860848,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,15:00,,,40.678387,-74.00247,"(40.678387, -74.00247)",GOWANUS RAMP                    ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3860285,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,15:00,QUEENS,11418,40.69958,-73.83068,"(40.69958, -73.83068)",,,87-19     LEFFERTS BOULEVARD            ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3862843,TK,PASSENGER VEHICLE,,,
03/10/2018,15:00,MANHATTAN,10034,40.86549,-73.92086,"(40.86549, -73.92086)",,,210       SHERMAN AVENUE                ,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3860827,PASSENGER VEHICLE,,,,
03/10/2018,14:56,,,40.881966,-73.8847,"(40.881966, -73.8847)",GATES PLACE                     ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3860295,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,14:55,BROOKLYN,11207,40.679707,-73.9049,"(40.679707, -73.9049)",,,1941      BROADWAY                      ,0,1,0,0,0,0,0,1,Driver Inexperience,Unspecified,,,,3870145,PICK-UP TRUCK,,,,
03/10/2018,14:50,,,40.86769,-73.92122,"(40.86769, -73.92122)",WEST 207 STREET                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3860825,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,14:45,,,40.760956,-73.807686,"(40.760956, -73.807686)",158 STREET                      ,,,1,0,0,0,0,0,1,0,Fell Asleep,Unspecified,,,,3860272,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,14:45,BROOKLYN,11217,40.67573,-73.9746,"(40.67573, -73.9746)",LINCOLN PLACE                   ,7 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3860335,SPORT UTILITY / STATION WAGON,,,,
03/10/2018,14:40,QUEENS,11419,40.690697,-73.82829,"(40.690697, -73.82829)",97 AVENUE                       ,117 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3860571,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,14:40,BROOKLYN,11231,40.678837,-73.9958,"(40.678837, -73.9958)",SMITH STREET                    ,3 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3860283,PASSENGER VEHICLE,,,,
03/10/2018,14:34,BRONX,10456,40.83541,-73.9154,"(40.83541, -73.9154)",EAST 168 STREET                 ,SHERIDAN AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3860591,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,14:30,,,40.75786,-73.9756,"(40.75786, -73.9756)",MADISON AVENUE                  ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3860323,PICK-UP TRUCK,PASSENGER VEHICLE,,,
03/10/2018,14:30,,,40.641747,-74.013824,"(40.641747, -74.013824)",5 AVENUE                        ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3860532,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,14:30,QUEENS,11385,40.712696,-73.900604,"(40.712696, -73.900604)",FRESH POND ROAD                 ,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3859870,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,14:30,QUEENS,11361,40.75757,-73.77668,"(40.75757, -73.77668)",45 ROAD                         ,206 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3864275,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,14:27,,,40.85525,-73.91277,"(40.85525, -73.91277)",ANDREWS AVENUE                  ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3860237,PASSENGER VEHICLE,,,,
03/10/2018,14:25,,,40.77226,-73.92591,"(40.77226, -73.92591)",ASTORIA BOULEVARD               ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3860090,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,14:20,,,40.798256,-73.82744,"(40.798256, -73.82744)",BRONX WHITESTONE BRIDGE         ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3863409,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,14:15,,,40.840145,-73.932526,"(40.840145, -73.932526)",HARLEM RIVER DRIVE RAMP         ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3860177,PASSENGER VEHICLE,TAXI,,,
03/10/2018,6:50,BROOKLYN,11236,40.63181,-73.89278,"(40.63181, -73.89278)",SEAVIEW AVENUE                  ,EAST 93 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3861666,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,6:40,BRONX,10472,40.825653,-73.881355,"(40.825653, -73.881355)",WATSON AVENUE                   ,COLGATE AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3860902,PASSENGER VEHICLE,,,,
03/10/2018,6:30,MANHATTAN,10025,40.796352,-73.96497,"(40.796352, -73.96497)",,,845       COLUMBUS AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3860072,PASSENGER VEHICLE,,,,
03/10/2018,6:20,BRONX,10451,40.82386,-73.91941,"(40.82386, -73.91941)",CONCOURSE VILLAGE EAST          ,EAST 158 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3865781,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,6:15,QUEENS,11385,40.693844,-73.89692,"(40.693844, -73.89692)",CABOT ROAD                      ,CYPRESS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3859875,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,6:12,,,40.826523,-73.93116,"(40.826523, -73.93116)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3860587,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,6:02,BRONX,10467,40.863163,-73.86523,"(40.863163, -73.86523)",,,754       MACE AVENUE                   ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Animals Action,Unspecified,,,3860107,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
03/10/2018,6:00,QUEENS,11434,40.681393,-73.787964,"(40.681393, -73.787964)",118 AVENUE                      ,155 STREET,,1,0,0,0,0,0,1,0,Fell Asleep,Unspecified,Unspecified,Unspecified,Unspecified,3860003,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
03/10/2018,6:00,,,40.65263,-74.00618,"(40.65263, -74.00618)",4 AVENUE                        ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3860056,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,6:00,BROOKLYN,11211,40.71407,-73.954346,"(40.71407, -73.954346)",METROPOLITAN AVENUE             ,MARCY AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3860379,DS,SPORT UTILITY / STATION WAGON,,,
03/10/2018,5:55,,,40.78366,-73.98167,"(40.78366, -73.98167)",WEST END AVENUE                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3859997,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,5:50,,,40.86234,-73.910995,"(40.86234, -73.910995)",LANDING ROAD                    ,,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,3860293,PASSENGER VEHICLE,,,,
03/10/2018,5:50,MANHATTAN,10029,40.788055,-73.94433,"(40.788055, -73.94433)",2 AVENUE                        ,EAST 102 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3860007,TAXI,,,,
03/10/2018,5:45,MANHATTAN,10012,40.722298,-73.99713,"(40.722298, -73.99713)",SPRING STREET                   ,LAFAYETTE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3860569,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,5:45,BROOKLYN,11201,40.69365,-73.98333,"(40.69365, -73.98333)",FLATBUSH AVENUE EXTENSION       ,MYRTLE AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3859996,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,5:37,,,40.826523,-73.93116,"(40.826523, -73.93116)",MAJOR DEEGAN EXPRESSWAY         ,,,1,0,0,0,0,0,1,0,Unsafe Speed,,,,,3860579,SPORT UTILITY / STATION WAGON,,,,
03/10/2018,5:35,BROOKLYN,11234,40.61644,-73.93264,"(40.61644, -73.93264)",,,1724      COLEMAN STREET                ,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3862101,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,5:30,BROOKLYN,11216,40.68779,-73.9564,"(40.68779, -73.9564)",,,358       GREENE AVENUE                 ,2,0,0,0,0,0,2,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3860357,PASSENGER VEHICLE,TK,,,
03/10/2018,5:30,QUEENS,11377,40.744457,-73.90596,"(40.744457, -73.90596)",41 AVENUE                       ,59 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3860697,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,5:30,MANHATTAN,10011,40.738552,-73.99969,"(40.738552, -73.99969)",WEST 14 STREET                  ,7 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3862782,TAXI,PASSENGER VEHICLE,,,
03/10/2018,5:05,QUEENS,11356,40.785236,-73.841125,"(40.785236, -73.841125)",,,127-02    14 AVENUE                     ,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3860265,PASSENGER VEHICLE,,,,
03/10/2018,5:00,,,40.71582,-73.80799,"(40.71582, -73.80799)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3859989,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,5:00,QUEENS,11434,40.677353,-73.78096,"(40.677353, -73.78096)",LONG STREET                     ,BAISLEY BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3859990,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,5:00,QUEENS,11379,40.722767,-73.88405,"(40.722767, -73.88405)",ELIOT AVENUE                    ,75 PLACE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3859863,PICK-UP TRUCK,,,,
03/10/2018,5:00,QUEENS,11377,40.75428,-73.89751,"(40.75428, -73.89751)",NORTHERN BOULEVARD              ,69 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3860619,PASSENGER VEHICLE,,,,
03/10/2018,5:00,MANHATTAN,10024,40.78195,-73.97549,"(40.78195, -73.97549)",COLUMBUS AVENUE                 ,WEST 79 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3859998,TAXI,TAXI,,,
03/10/2018,5:00,BROOKLYN,11206,40.69371,-73.94308,"(40.69371, -73.94308)",,,285       THROOP AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3860353,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/10/2018,4:57,BROOKLYN,11212,40.67206,-73.9036,"(40.67206, -73.9036)",JUNIUS STREET                   ,GLENMORE AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,3863224,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,4:48,BRONX,10451,40.824707,-73.91552,"(40.824707, -73.91552)",COURTLANDT AVENUE               ,EAST 161 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3859886,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,4:45,QUEENS,11418,40.702442,-73.81687,"(40.702442, -73.81687)",METROPOLITAN AVENUE             ,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3860970,PASSENGER VEHICLE,,,,
03/10/2018,4:31,,,40.8518,-73.909225,"(40.8518, -73.909225)",JEROME AVENUE                   ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3860046,PASSENGER VEHICLE,TAXI,,,
03/10/2018,4:25,BRONX,10453,40.861862,-73.91282,"(40.861862, -73.91282)",MAJOR DEEGAN EXPRESSWAY         ,WEST FORDHAM ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3860638,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,4:20,,,40.58584,-73.93788,"(40.58584, -73.93788)",BELT PARKWAY                    ,,,1,0,0,0,0,0,1,0,Reaction to Other Uninvolved Vehicle,,,,,3859901,PASSENGER VEHICLE,,,,
03/10/2018,4:15,BROOKLYN,11233,40.676132,-73.921906,"(40.676132, -73.921906)",PACIFIC STREET                  ,RALPH AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3861214,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,4:15,,,40.712673,-73.96937,"(40.712673, -73.96937)",WILLIAMSBURG BRIDGE INNER ROADWA,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3860494,PASSENGER VEHICLE,,,,
03/10/2018,4:15,,,40.846466,-73.94516,"(40.846466, -73.94516)",HENRY HUDSON PARKWAY            ,,,0,0,0,0,0,0,0,0,Other Vehicular,Failure to Yield Right-of-Way,Unspecified,,,3860173,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,AM,,
03/10/2018,4:09,QUEENS,11105,40.770744,-73.90862,"(40.770744, -73.90862)",,,23-23     STEINWAY STREET               ,0,0,0,0,0,0,0,0,Failure to Keep Right,Other Vehicular,,,,3860084,TAXI,PASSENGER VEHICLE,,,
03/10/2018,4:05,QUEENS,11357,40.786255,-73.83077,"(40.786255, -73.83077)",,,138-02    14 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,3860146,PASSENGER VEHICLE,,,,
03/10/2018,4:00,,,40.632217,-74.16036,"(40.632217, -74.16036)",,,183       HARBOR ROAD                   ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3860624,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,4:00,STATEN ISLAND,10304,40.611626,-74.08359,"(40.611626, -74.08359)",PALMA DRIVE                     ,PARK HILL AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3860660,PASSENGER VEHICLE,PICK-UP TRUCK,,,
03/10/2018,4:00,QUEENS,11436,40.68117,-73.79791,"(40.68117, -73.79791)",,,144-18    116 AVENUE                    ,0,0,0,0,0,0,0,0,,,,,,3859995,,,,,
03/10/2018,3:58,MANHATTAN,10034,40.865593,-73.91811,"(40.865593, -73.91811)",10 AVENUE                       ,ISHAM STREET,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3860846,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,3:50,,,40.748306,-73.87104,"(40.748306, -73.87104)",40 ROAD                         ,95 STREET,,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,3862503,PASSENGER VEHICLE,,,,
03/10/2018,3:45,,,40.667236,-73.770004,"(40.667236, -73.770004)",BELT PARKWAY                    ,,,1,0,0,0,0,0,1,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3861618,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
