DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
03/10/2018,3:45,BRONX,10467,40.88499,-73.8654,"(40.88499, -73.8654)",,,3817      CARPENTER AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3860570,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/10/2018,3:42,,,40.74849,-73.728516,"(40.74849, -73.728516)",GRAND CENTRAL PKWY              ,,,0,1,0,1,0,0,0,0,Unspecified,,,,,3860004,PASSENGER VEHICLE,,,,
03/10/2018,3:40,MANHATTAN,10040,40.862923,-73.92777,"(40.862923, -73.92777)",ARDEN STREET                    ,SHERMAN AVENUE,,1,0,1,0,0,0,0,0,,,,,,3860813,,,,,
03/10/2018,3:34,BRONX,10474,40.823105,-73.88273,"(40.823105, -73.88273)",BRUCKNER EXPRESSWAY             ,BRONX RIV AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3860434,TAXI,TAXI,PICK-UP TRUCK,,
03/10/2018,3:30,QUEENS,11354,40.765858,-73.837555,"(40.765858, -73.837555)",,,32-17     COLLEGE POINT BOULEVARD       ,0,0,0,0,0,0,0,0,Unspecified,,,,,3860149,PASSENGER VEHICLE,,,,
03/10/2018,3:05,,,40.709896,-73.83941,"(40.709896, -73.83941)",JACKIE ROBINSON PKWY            ,,,1,0,0,0,0,0,1,0,,,,,,3870569,,,,,
03/10/2018,3:00,MANHATTAN,10011,40.742863,-74.003975,"(40.742863, -74.003975)",WEST 17 STREET                  ,9 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3861369,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,2:54,,,40.83045,-73.8509,"(40.83045, -73.8509)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3860899,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,2:45,,,40.692345,-73.88179,"(40.692345, -73.88179)",JACKIE ROBINSON PKWY            ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3859979,PASSENGER VEHICLE,,,,
03/10/2018,2:45,MANHATTAN,10018,40.759514,-73.99926,"(40.759514, -73.99926)",11 AVENUE                       ,WEST 40 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,,,,,3862796,PASSENGER VEHICLE,,,,
03/10/2018,2:40,,,40.68662,-73.82319,"(40.68662, -73.82319)",LIBERTY AVENUE                  ,120 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3860071,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,2:29,MANHATTAN,10017,40.751747,-73.97081,"(40.751747, -73.97081)",2 AVENUE                        ,EAST 45 STREET,,1,0,0,0,0,0,1,0,Unspecified,,,,,3859991,PASSENGER VEHICLE,,,,
03/10/2018,2:28,BRONX,10451,40.821167,-73.91356,"(40.821167, -73.91356)",EAST 157 STREET                 ,ELTON AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3861022,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
03/10/2018,2:25,QUEENS,11422,40.66563,-73.73921,"(40.66563, -73.73921)",SUNRISE HIGHWAY                 ,BROOKVILLE BOULEVARD,,0,0,0,0,0,0,0,0,Obstruction/Debris,Unspecified,,,,3860012,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,2:20,,,40.704422,-73.99491,"(40.704422, -73.99491)",BROOKLYN BRIDGE                 ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3859983,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,2:20,,,40.666306,-73.79171,"(40.666306, -73.79171)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3860000,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,2:20,QUEENS,11691,40.599503,-73.754074,"(40.599503, -73.754074)",BEACH 20 STREET                 ,BROOKHAVEN AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3860212,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,2:05,,,40.86268,-73.90905,"(40.86268, -73.90905)",WEST FORDHAM ROAD               ,,,0,0,0,0,0,0,0,0,Following Too Closely,Failure to Yield Right-of-Way,,,,3860636,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,2:00,BROOKLYN,11220,40.640064,-74.01557,"(40.640064, -74.01557)",5 AVENUE                        ,59 STREET,,2,0,0,0,0,0,2,0,Unspecified,,,,,3860635,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,2:00,BROOKLYN,11205,40.69343,-73.96591,"(40.69343, -73.96591)",MYRTLE AVENUE                   ,HALL STREET,,2,0,0,0,0,0,2,0,Following Too Closely,,,,,3859992,PASSENGER VEHICLE,,,,
03/10/2018,2:00,BRONX,10466,40.88542,-73.84074,"(40.88542, -73.84074)",,,3740      BAYCHESTER AVENUE             ,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,3861055,PASSENGER VEHICLE,,,,
03/10/2018,23:55,MANHATTAN,10010,40.74345,-73.9882,"(40.74345, -73.9882)",5 AVENUE                        ,EAST 26 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3862549,BU,PASSENGER VEHICLE,,,
03/10/2018,23:55,MANHATTAN,10002,40.715893,-73.986496,"(40.715893, -73.986496)",,,410       GRAND STREET                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3860305,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,23:51,BROOKLYN,11219,40.629974,-74.00813,"(40.629974, -74.00813)",65 STREET                       ,10 AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,3860475,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,23:45,,,40.66647,-73.882515,"(40.66647, -73.882515)",NEW LOTS AVENUE                 ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3861593,SPORT UTILITY / STATION WAGON,,,,
03/10/2018,23:45,BRONX,10461,40.836445,-73.836716,"(40.836445, -73.836716)",,,1320      BALCOM AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3860465,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,23:41,BRONX,10453,40.850494,-73.91546,"(40.850494, -73.91546)",UNIVERSITY AVENUE               ,WEST TREMONT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3860576,SPORT UTILITY / STATION WAGON,,,,
03/10/2018,23:40,,,40.7699,-73.91608,"(40.7699, -73.91608)",GRAND CENTRAL PKWY              ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,,,3862148,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/10/2018,23:40,,,40.591755,-73.9083,"(40.591755, -73.9083)",BELT PARKWAY                    ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3860547,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,23:40,,,40.674644,-73.88618,"(40.674644, -73.88618)",GLENMORE AVENUE                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3861592,TAXI,PASSENGER VEHICLE,,,
03/10/2018,23:40,BROOKLYN,11233,40.67208,-73.92228,"(40.67208, -73.92228)",,,507       RALPH AVENUE                  ,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,3860302,PASSENGER VEHICLE,,,,
03/10/2018,23:35,BRONX,10469,40.87548,-73.85758,"(40.87548, -73.85758)",EAST 211 STREET                 ,PAULDING AVENUE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Traffic Control Disregarded,,,,3861099,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,23:30,,,40.75786,-73.9756,"(40.75786, -73.9756)",MADISON AVENUE                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3860318,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,23:30,,,40.717278,-73.99544,"(40.717278, -73.99544)",BOWERY                          ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3860422,TAXI,PASSENGER VEHICLE,,,
03/10/2018,23:30,BROOKLYN,11229,40.60043,-73.93608,"(40.60043, -73.93608)",,,2121      BRAGG STREET                  ,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3859888,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,23:30,BROOKLYN,11214,40.60461,-73.99826,"(40.60461, -73.99826)",86 STREET                       ,20 AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3860611,PASSENGER VEHICLE,,,,
03/10/2018,23:20,,,40.66399,-73.92988,"(40.66399, -73.92988)",EAST 92 STREET                  ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3860721,SPORT UTILITY / STATION WAGON,,,,
03/10/2018,23:19,BROOKLYN,11237,40.696987,-73.91922,"(40.696987, -73.91922)",,,278       WILSON AVENUE                 ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3860374,PASSENGER VEHICLE,,,,
03/10/2018,23:16,,,40.847897,-73.92499,"(40.847897, -73.92499)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3860575,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
03/10/2018,23:15,,,40.73329,-73.98719,"(40.73329, -73.98719)",EAST 14 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,View Obstructed/Limited,,,,3861319,PASSENGER VEHICLE,TAXI,,,
03/10/2018,23:00,BRONX,10475,40.86718,-73.831,"(40.86718, -73.831)",,,300       BAYCHESTER AVENUE             ,1,0,0,0,0,0,1,0,Unspecified,,,,,3862383,PASSENGER VEHICLE,,,,
03/10/2018,23:00,QUEENS,11420,40.677902,-73.829956,"(40.677902, -73.829956)",ROCKAWAY BOULEVARD              ,109 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3860448,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,23:00,BROOKLYN,11203,40.656063,-73.93957,"(40.656063, -73.93957)",CLARKSON AVENUE                 ,ALBANY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3865078,SPORT UTILITY / STATION WAGON,,,,
03/10/2018,22:55,BROOKLYN,11205,40.699112,-73.95581,"(40.699112, -73.95581)",,,470       FLUSHING AVENUE               ,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,3860401,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,22:45,QUEENS,11385,40.698177,-73.89098,"(40.698177, -73.89098)",,,64-31     COOPER AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3859868,PASSENGER VEHICLE,,,,
03/10/2018,22:44,,,40.747684,-73.97879,"(40.747684, -73.97879)",EAST 36 STREET                  ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3859881,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,22:35,,,40.74544,-73.9754,"(40.74544, -73.9754)",2 AVENUE                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3859884,PASSENGER VEHICLE,TAXI,,,
03/10/2018,22:30,,,40.704033,-73.81711,"(40.704033, -73.81711)",VANWYCK EXPRESSWAY              ,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,,,,,,3859852,,,,,
03/10/2018,22:30,,,40.725643,-73.99207,"(40.725643, -73.99207)",BOWERY                          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,,,,3860965,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,22:30,,,40.688408,-73.79087,"(40.688408, -73.79087)",157 STREET                      ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3861482,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,22:30,QUEENS,11691,40.59956,-73.76421,"(40.59956, -73.76421)",,,29-25     BEACH CHANNEL DRIVE           ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3860551,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,22:30,MANHATTAN,10011,40.74284,-74.00028,"(40.74284, -74.00028)",8 AVENUE                        ,WEST 19 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3862786,TAXI,TAXI,,,
03/10/2018,22:25,,,40.7826,-73.79446,"(40.7826, -73.79446)",UTOPIA PARKWAY                  ,17 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3860298,SPORT UTILITY / STATION WAGON,,,,
03/10/2018,22:23,,,40.624958,-74.145775,"(40.624958, -74.145775)",RICHMOND AVENUE                 ,FOREST AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Turning Improperly,,,,3879866,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,22:15,BROOKLYN,11213,40.665916,-73.92547,"(40.665916, -73.92547)",EAST NEW YORK AVENUE            ,ROCKAWAY PARKWAY,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,,,,3862720,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,22:07,QUEENS,11101,40.73802,-73.93824,"(40.73802, -73.93824)",BORDEN AVENUE                   ,STARR AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3860310,TAXI,TAXI,,,
03/10/2018,22:02,MANHATTAN,10065,40.761856,-73.96343,"(40.761856, -73.96343)",EAST 61 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3861551,TAXI,TAXI,,,
03/10/2018,22:00,,,40.856358,-73.826515,"(40.856358, -73.826515)",BRUCKNER EXPRESSWAY             ,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3860649,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,14:15,MANHATTAN,10032,40.84019,-73.94307,"(40.84019, -73.94307)",WEST 165 STREET                 ,FORT WASHINGTON AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Turning Improperly,,,,3860845,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,14:08,BROOKLYN,11211,40.71709,-73.94024,"(40.71709, -73.94024)",KINGSLAND AVENUE                ,JACKSON STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3860692,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,14:08,,,40.822144,-73.887825,"(40.822144, -73.887825)",BRUCKNER EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3860446,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,14:00,,,40.68662,-73.82319,"(40.68662, -73.82319)",LIBERTY AVENUE                  ,120 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3860449,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,14:00,,,40.6481,-73.91474,"(40.6481, -73.91474)",DITMAS AVENUE                   ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3860733,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,14:00,,,40.810173,-73.95117,"(40.810173, -73.95117)",8 AVENUE                        ,,,0,0,0,0,0,0,0,0,Lane Marking Improper/Inadequate,Unspecified,,,,3862812,TAXI,PASSENGER VEHICLE,,,
03/10/2018,14:00,QUEENS,11373,40.731277,-73.871574,"(40.731277, -73.871574)",WOODHAVEN BOULEVARD             ,BOOTH STREET,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3860176,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,14:00,BRONX,10463,40.876877,-73.9034,"(40.876877, -73.9034)",ALBANY CRESCENT                 ,BAILEY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3861900,PICK-UP TRUCK,,,,
03/10/2018,13:58,BROOKLYN,11211,40.701485,-73.95816,"(40.701485, -73.95816)",,,659       BEDFORD AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3860399,PASSENGER VEHICLE,,,,
03/10/2018,13:55,STATEN ISLAND,10308,40.55157,-74.14737,"(40.55157, -74.14737)",AMBOY ROAD                      ,ADRIENNE PLACE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3860754,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,13:55,MANHATTAN,10034,40.867634,-73.916595,"(40.867634, -73.916595)",WEST 212 STREET                 ,10 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3860826,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,13:48,MANHATTAN,10038,40.708183,-74.00461,"(40.708183, -74.00461)",,,49        FULTON STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3860153,SPORT UTILITY / STATION WAGON,TK,,,
03/10/2018,13:47,QUEENS,11430,40.66468,-73.80913,"(40.66468, -73.80913)",131 STREET                      ,150 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3860214,PASSENGER VEHICLE,PICK-UP TRUCK,,,
03/10/2018,13:45,,,40.582287,-74.16907,"(40.582287, -74.16907)",,,2655      RICHMOND AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3860269,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,13:44,STATEN ISLAND,10306,40.563503,-74.13265,"(40.563503, -74.13265)",AMBOY ROAD                      ,MONTREAL AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3860189,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,13:40,BROOKLYN,11208,40.683037,-73.87679,"(40.683037, -73.87679)",,,186       RICHMOND STREET               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3861586,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,13:40,BRONX,10452,40.841614,-73.91248,"(40.841614, -73.91248)",ROCKWOOD STREET                 ,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3863562,VN,SPORT UTILITY / STATION WAGON,,,
03/10/2018,13:34,BROOKLYN,11215,40.669502,-73.98698,"(40.669502, -73.98698)",,,295       9 STREET                      ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,3860334,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,13:30,MANHATTAN,10019,40.769638,-73.9919,"(40.769638, -73.9919)",11 AVENUE                       ,WEST 56 STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,3861903,BICYCLE,,,,
03/10/2018,13:30,QUEENS,11374,40.72844,-73.87116,"(40.72844, -73.87116)",ALDERTON STREET                 ,WOODHAVEN BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3860174,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,13:30,QUEENS,11372,40.753254,-73.88021,"(40.753254, -73.88021)",,,34-49     87 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3860520,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,13:30,QUEENS,11369,40.76699,-73.88461,"(40.76699, -73.88461)",23 AVENUE                       ,85 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3861991,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,13:30,BROOKLYN,11228,40.627132,-74.011086,"(40.627132, -74.011086)",70 STREET                       ,10 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3860159,SPORT UTILITY / STATION WAGON,,,,
03/10/2018,13:30,BROOKLYN,11223,40.604996,-73.97858,"(40.604996, -73.97858)",,,319       KINGS HIGHWAY                 ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3859859,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
03/10/2018,13:30,BRONX,10467,40.865433,-73.86663,"(40.865433, -73.86663)",,,718       ALLERTON AVENUE               ,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,3860438,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,13:30,BRONX,10461,40.842983,-73.84628,"(40.842983, -73.84628)",,,2641      EAST TREMONT AVENUE           ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3861274,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,13:24,BROOKLYN,11238,40.678818,-73.96535,"(40.678818, -73.96535)",UNDERHILL AVENUE                ,BERGEN STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3863274,LL,,,,
03/10/2018,13:18,MANHATTAN,10033,40.848114,-73.93622,"(40.848114, -73.93622)",,,111       WADSWORTH AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3860843,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,13:15,BROOKLYN,11238,40.678818,-73.96535,"(40.678818, -73.96535)",UNDERHILL AVENUE                ,BERGEN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3862339,LL,PASSENGER VEHICLE,,,
03/10/2018,13:15,BROOKLYN,11232,40.658924,-74.00302,"(40.658924, -74.00302)",3 AVENUE                        ,30 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3860229,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,13:15,BRONX,10463,40.87892,-73.90479,"(40.87892, -73.90479)",WEST 231 STREET                 ,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3860235,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
03/10/2018,13:13,,,40.798256,-73.92402,"(40.798256, -73.92402)",TRIBOROUGH BRIDGE               ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3867114,SPORT UTILITY / STATION WAGON,TAXI,,,
03/10/2018,13:10,BROOKLYN,11211,40.71271,-73.96056,"(40.71271, -73.96056)",DRIGGS AVENUE                   ,SOUTH 2 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3860982,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,13:10,,,40.77714,-73.814064,"(40.77714, -73.814064)",WILLETS POINT BOULEVARD         ,24 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3860267,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,13:05,BROOKLYN,11208,40.670135,-73.858055,"(40.670135, -73.858055)",,,2870      LINDEN BOULEVARD              ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,3863788,TAXI,,,,
03/10/2018,13:00,QUEENS,11358,40.76213,-73.80375,"(40.76213, -73.80375)",NORTHERN BOULEVARD              ,162 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3860317,PASSENGER VEHICLE,,,,
03/10/2018,13:00,BRONX,10475,40.875965,-73.83581,"(40.875965, -73.83581)",EAST 222 STREET                 ,BAYCHESTER AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3861105,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,13:00,,,40.796116,-73.94558,"(40.796116, -73.94558)",PARK AVENUE                     ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,3860220,PASSENGER VEHICLE,TAXI,,,
03/10/2018,13:00,QUEENS,11355,40.752323,-73.81911,"(40.752323, -73.81911)",,,45-24     UNION STREET                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3860262,PICK-UP TRUCK,,,,
03/10/2018,13:00,MANHATTAN,10021,40.768803,-73.952324,"(40.768803, -73.952324)",EAST 75 STREET                  ,YORK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3860503,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,13:00,BRONX,10462,40.832233,-73.85427,"(40.832233, -73.85427)",ELLIS AVENUE                    ,OLMSTEAD AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3860910,SPORT UTILITY / STATION WAGON,,,,
03/10/2018,13:00,BRONX,10458,40.856598,-73.89109,"(40.856598, -73.89109)",3 AVENUE                        ,BASSFORD AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unsafe Lane Changing,,,,3860929,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/10/2018,12:50,,,40.832573,-73.91052,"(40.832573, -73.91052)",EAST 168 STREET                 ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3863557,AM,SPORT UTILITY / STATION WAGON,,,
03/10/2018,12:45,,,40.7426,-73.82081,"(40.7426, -73.82081)",59 AVENUE                       ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3860266,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/10/2018,12:44,QUEENS,11358,40.757755,-73.79304,"(40.757755, -73.79304)",UTOPIA PARKWAY                  ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3860198,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/10/2018,12:40,,,40.743538,-73.83374,"(40.743538, -73.83374)",HORACE HARDING EXPRESSWAY       ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3860259,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2018,12:40,BROOKLYN,11236,40.6449,-73.91311,"(40.6449, -73.91311)",,,8816      AVENUE D                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,3861158,PASSENGER VEHICLE,,,,
